,DATE,AWND,TAVG,COVID_POS_PER,THREAT_LEVEL
387,2020-04-25,8.05,49.0,4.91,SAFE
254,2020-04-06,5.37,40.0,7.78,SAFE
383,2020-04-24,5.14,56.0,5.03,SAFE
100,2020-03-15,10.51,24.0,6.27,SAFE
108,2020-03-16,11.18,37.0,6.12,SAFE
227,2020-05-16,9.62,65.0,7.0,SAFE
358,2020-04-21,5.82,51.0,5.21,SAFE
487,2020-05-09,9.17,73.0,5.36,SAFE
426,2020-04-30,17.67,61.0,3.92,SAFE
73,2020-03-11,13.42,47.0,5.88,SAFE
303,2020-04-13,3.8,34.0,8.59,SAFE
107,2020-03-16,8.72,34.0,6.12,SAFE
485,2020-05-09,12.53,57.0,5.36,SAFE
165,2020-03-24,6.49,43.0,8.26,SAFE
471,2020-05-07,3.13,45.0,4.22,SAFE
326,2020-04-16,6.26,57.0,7.12,SAFE
491,2020-05-10,6.04,68.0,4.0,SAFE
334,2020-04-17,5.82,49.0,7.8,SAFE
429,2020-05-01,4.92,50.0,4.82,SAFE
355,2020-04-20,6.71,59.0,6.97,SAFE
453,2020-05-04,4.47,50.0,5.7,SAFE
81,2020-03-12,4.7,44.0,4.73,SAFE
114,2020-03-17,4.7,35.0,5.66,SAFE
489,2020-05-09,10.51,60.0,5.36,SAFE
161,2020-03-24,5.37,42.0,8.26,SAFE
67,2020-03-10,11.41,43.0,6.16,SAFE
69,2020-03-10,11.86,36.0,6.16,SAFE
106,2020-03-16,5.37,45.0,6.12,SAFE
470,2020-05-07,6.04,50.0,4.22,SAFE
105,2020-03-16,4.25,40.0,6.12,SAFE
418,2020-04-29,7.83,63.0,4.84,SAFE
272,2020-04-08,4.92,49.0,7.21,SAFE
270,2020-04-08,8.95,50.0,7.21,SAFE
264,2020-04-07,10.29,53.0,7.94,SAFE
141,2020-03-21,3.58,44.0,8.27,SAFE
135,2020-03-20,2.91,42.0,7.45,SAFE
431,2020-05-01,4.47,52.0,4.82,SAFE
614,2020-03-03,10.51,48.0,6.0,SAFE
90,2020-03-13,11.86,34.0,5.1,SAFE
432,2020-05-01,5.37,51.0,4.82,SAFE
293,2020-04-11,14.76,52.0,7.54,SAFE
331,2020-04-17,5.82,42.0,7.8,SAFE
292,2020-04-11,9.62,59.0,7.54,SAFE
368,2020-04-22,5.82,52.0,5.28,SAFE
379,2020-05-15,9.17,64.0,8.0,SAFE
262,2020-04-07,8.5,53.0,7.94,SAFE
327,2020-04-16,5.82,49.0,7.12,SAFE
391,2020-04-25,13.65,53.0,4.91,SAFE
290,2020-04-11,18.34,57.0,7.54,SAFE
126,2020-03-19,1.79,42.0,7.28,SAFE
276,2020-04-09,7.38,55.0,8.63,SAFE
438,2020-05-02,9.4,57.0,4.15,SAFE
333,2020-04-17,5.37,57.0,7.8,SAFE
77,2020-03-12,2.46,40.0,4.73,SAFE
423,2020-04-30,12.53,63.0,3.92,SAFE
469,2020-05-07,7.61,50.0,4.22,SAFE
483,2020-05-09,5.59,64.0,5.36,SAFE
403,2020-04-27,10.74,55.0,5.08,SAFE
374,2020-04-23,10.51,55.0,4.81,SAFE
110,2020-03-16,6.49,36.0,6.12,SAFE
286,2020-04-10,6.93,55.0,7.11,SAFE
474,2020-05-07,5.14,52.0,4.22,SAFE
229,2020-04-02,5.59,36.0,8.37,SAFE
144,2020-03-21,5.37,48.0,8.27,SAFE
339,2020-04-18,8.28,61.0,7.6,SAFE
318,2020-04-15,14.54,57.0,7.87,SAFE
289,2020-04-11,10.51,48.0,7.54,SAFE
445,2020-05-03,11.63,49.0,5.71,SAFE
119,2020-03-18,2.68,39.0,6.08,SAFE
446,2020-05-03,6.93,49.0,5.71,SAFE
104,2020-03-15,9.4,22.0,6.27,SAFE
101,2020-03-15,14.99,29.0,6.27,SAFE
246,2020-04-05,5.59,44.0,8.7,SAFE
303,2020-05-16,8.95,58.0,8.0,SAFE
273,2020-04-09,4.03,50.0,8.63,SAFE
255,2020-04-06,9.17,46.0,7.78,SAFE
484,2020-05-09,5.82,65.0,5.36,SAFE
72,2020-03-11,10.51,42.0,5.88,SAFE
468,2020-05-06,13.42,55.0,3.96,SAFE
352,2020-04-20,2.91,49.0,6.97,SAFE
393,2020-04-26,6.93,50.0,6.26,SAFE
383,2020-03-03,4.7,46.0,6.0,SAFE
115,2020-03-17,4.92,40.0,5.66,SAFE
166,2020-03-24,4.92,40.0,8.26,SAFE
263,2020-04-07,6.49,48.0,7.94,SAFE
98,2020-03-15,9.84,37.0,6.27,SAFE
248,2020-04-05,4.7,45.0,8.7,SAFE
442,2020-05-03,5.82,46.0,5.71,SAFE
430,2020-05-01,6.04,53.0,4.82,SAFE
385,2020-04-25,8.72,54.0,4.91,SAFE
309,2020-04-14,3.36,46.0,6.89,SAFE
477,2020-05-08,6.49,60.0,4.07,SAFE
123,2020-03-18,4.92,44.0,6.08,SAFE
449,2020-05-04,5.82,47.0,5.7,SAFE
231,2020-04-03,7.83,39.0,8.57,SAFE
463,2020-05-06,6.49,52.0,3.96,SAFE
299,2020-04-12,5.82,52.0,5.89,SAFE
142,2020-03-21,6.04,40.0,8.27,SAFE
435,2020-05-02,7.61,51.0,4.15,SAFE
476,2020-05-08,5.82,60.0,4.07,SAFE
82,2020-03-12,6.04,43.0,4.73,SAFE
404,2020-04-27,11.41,63.0,5.08,SAFE
349,2020-04-19,6.93,50.0,5.85,SAFE
320,2020-04-15,12.75,63.0,7.87,SAFE
346,2020-04-19,5.82,55.0,5.85,SAFE
375,2020-04-23,8.5,52.0,4.81,SAFE
348,2020-04-19,5.82,57.0,5.85,SAFE
338,2020-04-18,5.59,53.0,7.6,SAFE
381,2020-03-01,1.57,18.0,8.0,SAFE
402,2020-04-27,14.99,60.0,5.08,SAFE
362,2020-04-21,8.05,62.0,5.21,SAFE
321,2020-04-15,10.74,48.0,7.87,SAFE
65,2020-03-10,3.8,31.0,6.16,SAFE
308,2020-04-14,7.16,51.0,6.89,SAFE
251,2020-04-05,5.59,37.0,8.7,SAFE
113,2020-03-17,2.91,41.0,5.66,SAFE
381,2020-04-24,5.82,55.0,5.03,SAFE
450,2020-05-04,4.47,42.0,5.7,SAFE
335,2020-04-17,8.72,47.0,7.8,SAFE
408,2020-04-28,5.14,49.0,4.15,SAFE
172,2020-03-25,4.47,42.0,8.76,SAFE
0,2020-03-01,13.42,32.0,8.0,SAFE
70,2020-03-11,6.71,46.0,5.88,SAFE
155,2020-03-23,5.37,42.0,8.72,SAFE
127,2020-03-19,2.68,39.0,7.28,SAFE
417,2020-04-29,9.84,56.0,4.84,SAFE
85,2020-03-13,11.41,39.0,5.1,SAFE
372,2020-04-23,4.47,49.0,4.81,SAFE
